x,y,t,c,intensity
289.1800,304.5366,1,1,49.7765
294.8669,304.7153,1,1,33.7121
309.2788,304.4557,1,1,37.2081
321.8802,304.9246,1,1,44.4024
96.1022,308.9330,1,1,49.7881
124.9308,307.3603,1,1,63.4843
352.3350,306.5530,1,1,36.9167
407.5904,308.5018,1,1,28.3915
412.2822,307.4722,1,1,29.9059
360.0506,307.3136,1,1,33.6455
384.4072,307.7834,1,1,70.2758
396.3377,308.2978,1,1,71.3450
116.8482,309.3963,1,1,55.4636
134.3780,310.5068,1,1,52.2024
310.0329,310.3650,1,1,31.1953
420.1541,309.8977,1,1,32.8325
49.5892,311.7005,1,1,29.6066
257.3934,312.3461,1,1,41.7867
93.4555,312.2557,1,1,42.6005
115.2708,311.8583,1,1,51.2972
194.2377,313.3077,1,1,47.3959
321.5406,312.3365,1,1,33.9057
310.5951,313.7127,1,1,32.1972
332.3863,313.1147,1,1,60.6021
388.7015,313.7847,1,1,76.6661
166.3640,316.5130,1,1,47.4086
182.0146,315.4667,1,1,44.2216
259.7640,316.0839,1,1,30.5997
129.4471,316.6377,1,1,49.6972
215.5664,315.6713,1,1,16.8199
366.7810,316.2696,1,1,36.5686
116.2893,317.9223,1,1,46.3697
157.9465,316.6603,1,1,29.2104
171.8050,317.4130,1,1,46.1594
192.5500,317.5603,1,1,36.3340
352.1585,318.1718,1,1,40.6439
354.1071,318.1772,1,1,42.0103
134.9278,319.1469,1,1,60.1185
414.7271,318.8335,1,1,56.3968
15.1849,320.1886,1,1,25.5251
121.7896,318.3310,1,1,31.4200
302.3116,320.8116,1,1,38.9052
311.8321,320.0949,1,1,63.2227
330.6300,319.4294,1,1,37.1829
388.5068,319.8023,1,1,41.7670
401.8681,320.3995,1,1,48.2263
203.2692,320.7630,1,1,31.2499
74.6582,322.1754,1,1,28.6986
323.5000,322.1050,1,1,54.2121
373.9629,321.5556,1,1,104.4723
303.4536,322.6998,1,1,38.9687
218.9561,324.1896,1,1,36.2340
272.6027,324.4137,1,1,21.5280
299.4768,325.1392,1,1,29.5482
339.9169,324.7032,1,1,66.8117
405.6389,325.2965,1,1,39.8706
420.0642,325.6140,1,1,55.6361
383.7845,325.8975,1,1,47.9407
143.2125,325.8738,1,1,34.1477
336.1206,327.2348,1,1,61.5680
364.1110,326.7670,1,1,50.0185
397.8524,326.6849,1,1,62.5707
7.1178,326.6590,1,1,27.4910
61.1375,328.2967,1,1,25.6851
213.0212,328.8591,1,1,28.8755
315.6351,327.3157,1,1,40.5332
143.4674,326.8981,1,1,40.3342
206.4550,327.8580,1,1,25.7429
329.0060,328.9992,1,1,64.0738
350.4378,329.1233,1,1,62.1367
369.5551,329.0811,1,1,60.0988
417.5233,329.5015,1,1,68.5806
396.8909,330.6187,1,1,59.2182
342.1389,334.8405,1,1,39.7087
384.7889,334.3310,1,1,34.8204
391.1468,335.7979,1,1,48.1163
357.8491,335.2299,1,1,44.4801
400.2485,335.8723,1,1,62.0814
367.2202,336.5637,1,1,60.5858
291.0498,338.4429,1,1,40.1936
301.0292,338.0563,1,1,78.2495
4.4516,339.3630,1,1,29.1977
26.9605,340.2657,1,1,25.9919
214.6917,340.5487,1,1,20.3927
270.9815,340.2199,1,1,38.0114
309.1475,339.6595,1,1,44.1787
408.7961,340.6984,1,1,40.7571
326.1181,341.9527,1,1,19.4006
363.1847,341.2758,1,1,34.7953
275.5830,341.2903,1,1,20.0301
414.1657,341.4902,1,1,40.8571
290.1938,342.9797,1,1,26.6927
364.5954,343.1814,1,1,26.5242
379.0879,343.8547,1,1,46.4508
385.4830,343.4794,1,1,26.8528
355.3409,344.7791,1,1,35.7728
401.8616,346.3072,1,1,33.5566
47.0605,347.8618,1,1,31.6847
365.4129,349.0707,1,1,33.0223
381.0230,350.3846,1,1,25.6635
3.9152,353.4917,1,1,30.1748
348.9424,352.7508,1,1,25.3127
420.3378,353.8541,1,1,27.2647
397.1215,355.7977,1,1,27.5253
380.3960,356.6705,1,1,35.2088
34.6924,357.7852,1,1,60.2672
423.5428,358.3177,1,1,32.9861
383.1120,364.8784,1,1,30.9132
364.3987,365.6301,1,1,30.5717
399.4354,366.3443,1,1,37.3207
11.7533,367.6739,1,1,32.5422
424.6343,367.9342,1,1,29.2550
4.6761,368.7903,1,1,30.0208
392.4712,368.7509,1,1,34.5407
368.7024,370.1424,1,1,54.0173
410.1193,374.0812,1,1,30.1734
401.4736,377.3102,1,1,23.8856
17.5779,378.4194,1,1,35.9089
382.3757,377.6761,1,1,25.0152
422.3369,378.2898,1,1,15.7446
151.6611,380.3369,1,1,29.2561
355.5885,381.5369,1,1,37.2179
385.2447,381.6702,1,1,39.3405
6.3292,382.6822,1,1,30.7063
403.7424,384.5856,1,1,30.9469
422.6404,384.1404,1,1,42.4455
384.9993,388.8526,1,1,22.0062
8.8879,390.9075,1,1,56.2891
5.4743,391.9163,1,1,44.4103
391.3767,392.3995,1,1,22.8627
65.8136,395.8421,1,1,16.8358
403.8384,397.8446,1,1,19.1564
421.8775,399.9667,1,1,37.6540
3.4064,401.3021,1,1,17.3001
405.2217,408.7485,1,1,34.1518
